[2024-12-17 15:37:44] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2024-12-17 15:37:44] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-12-17 15:37:44] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2024-12-17 15:37:46] [class-ss-archive-creation-job.php:172] Current task: setup
[2024-12-17 15:37:46] [class-ss-archive-creation-job.php:182] Performing task: setup
[2024-12-17 15:37:46] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-12-17 15:37:46] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864\
[2024-12-17 15:37:46] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/Freaky-Font/
[2024-12-17 15:38:10] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/editor-panels/editor-panels.js
[2024-12-17 15:38:10] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/editor-panels/editor-panels.js.LICENSE.txt
[2024-12-17 15:38:10] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/editor-panels/editor-panels.min.js
[2024-12-17 15:38:10] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/editor-panels/editor-panels.strings.js
[2024-12-17 15:38:10] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/editor-responsive/editor-responsive.asset.php
[2024-12-17 15:38:10] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/editor-responsive/editor-responsive.js
[2024-12-17 15:38:10] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/editor-responsive/editor-responsive.js.LICENSE.txt
[2024-12-17 15:38:10] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/editor-responsive/editor-responsive.min.js
[2024-12-17 15:38:10] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/editor-responsive/editor-responsive.strings.js
[2024-12-17 15:38:10] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/editor-site-navigation/editor-site-navigation.asset.php
[2024-12-17 15:38:10] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/editor-site-navigation/editor-site-navigation.js
[2024-12-17 15:38:10] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/editor-site-navigation/editor-site-navigation.js.LICENSE.txt
[2024-12-17 15:38:10] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/editor-site-navigation/editor-site-navigation.min.js
[2024-12-17 15:38:10] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/editor-site-navigation/editor-site-navigation.strings.js
[2024-12-17 15:38:10] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.asset.php
[2024-12-17 15:38:10] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.js
[2024-12-17 15:38:10] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.js.LICENSE.txt
[2024-12-17 15:38:10] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.min.js
[2024-12-17 15:38:10] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.strings.js
[2024-12-17 15:38:10] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.asset.php
[2024-12-17 15:38:10] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.js
[2024-12-17 15:38:10] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.js.LICENSE.txt
[2024-12-17 15:38:10] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.min.js
[2024-12-17 15:38:10] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.strings.js
[2024-12-17 15:38:10] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/env/env.asset.php
[2024-12-17 15:38:10] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/env/env.js
[2024-12-17 15:38:10] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/env/env.js.LICENSE.txt
[2024-12-17 15:38:10] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/env/env.min.js
[2024-12-17 15:38:10] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/env/env.strings.js
[2024-12-17 15:38:10] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/icons/icons.asset.php
[2024-12-17 15:38:10] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/icons/icons.js
[2024-12-17 15:38:10] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/icons/icons.js.LICENSE.txt
[2024-12-17 15:38:10] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/icons/icons.min.js
[2024-12-17 15:38:10] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/icons/icons.strings.js
[2024-12-17 15:38:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/locations/locations.asset.php
[2024-12-17 15:38:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/locations/locations.js
[2024-12-17 15:38:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/locations/locations.js.LICENSE.txt
[2024-12-17 15:38:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/locations/locations.min.js
[2024-12-17 15:38:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/locations/locations.strings.js
[2024-12-17 15:38:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/menus/menus.asset.php
[2024-12-17 15:38:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/menus/menus.js
[2024-12-17 15:38:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/menus/menus.js.LICENSE.txt
[2024-12-17 15:38:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/menus/menus.min.js
[2024-12-17 15:38:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/menus/menus.strings.js
[2024-12-17 15:38:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/query/query.asset.php
[2024-12-17 15:38:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/query/query.js
[2024-12-17 15:38:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/query/query.js.LICENSE.txt
[2024-12-17 15:38:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/query/query.min.js
[2024-12-17 15:38:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/query/query.min.js.LICENSE.txt
[2024-12-17 15:38:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/query/query.strings.js
[2024-12-17 15:38:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/schema/schema.asset.php
[2024-12-17 15:38:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/schema/schema.js
[2024-12-17 15:38:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/schema/schema.js.LICENSE.txt
[2024-12-17 15:38:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/schema/schema.min.js
[2024-12-17 15:38:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/schema/schema.strings.js
[2024-12-17 15:38:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/store/store.asset.php
[2024-12-17 15:38:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/store/store.js
[2024-12-17 15:38:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/store/store.js.LICENSE.txt
[2024-12-17 15:38:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/store/store.min.js
[2024-12-17 15:38:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/store/store.min.js.LICENSE.txt
[2024-12-17 15:38:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/store/store.strings.js
[2024-12-17 15:38:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/ui/ui.asset.php
[2024-12-17 15:38:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/ui/ui.js
[2024-12-17 15:38:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/ui/ui.js.LICENSE.txt
[2024-12-17 15:38:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/ui/ui.min.js
[2024-12-17 15:38:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/ui/ui.min.js.LICENSE.txt
[2024-12-17 15:38:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/ui/ui.strings.js
[2024-12-17 15:38:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/utils/utils.asset.php
[2024-12-17 15:38:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/utils/utils.js
[2024-12-17 15:38:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/utils/utils.js.LICENSE.txt
[2024-12-17 15:38:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/utils/utils.min.js
[2024-12-17 15:38:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/utils/utils.strings.js
[2024-12-17 15:38:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.asset.php
[2024-12-17 15:38:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js
[2024-12-17 15:38:11] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js.LICENSE.txt
